,title,singer,id,Genre,Lyric
10020,A Little Love,Fiona Fung,,"Âu Mỹ, Pop, Audiophile","Greatness as you 
 Smallest as me 
 You show me what is 
 Deep as sea 
 A little love 
 Little kiss 
 A litlle hug 
 Little gift 
 All of little something 
 These are our memories 
 You make me cry 
 Make me smile 
 Make me feel 
 That love is true 
 You always 
 Stand by my side', ""I don't want"", 'To say goodbye 
 You make me cry 
 Make me smile 
 Make me feel 
 The joy of love 
 Oh kissing you 
 Thank you 
 For all the love 
 You always 
 Give to me 
 Oh i love you 
 Greatness as you 
 Smallest as me 
 You show me 
 What is deep as sea 
 A little love 
 Little kiss 
 A litlle hug 
 Little gift 
 All of little something 
 These are our memories 
 You make me cry 
 Make me smile 
 Make me feel 
 That love is true 
 You always 
 Stand by my side', ""I don't want"", 'To say goodbye 
 You make me cry 
 Make me smile 
 Make me feel 
 The joy of love 
 Oh kissing you 
 Thank you 
 For all the love 
 You always 
 Give to me 
 Oh i love you 
 Yes I do 
 I always do 
 Make me cry 
 Make me smile 
 Make me feel 
 That love is true 
 You always 
 Stand by my side', ""I don't want"", 'To say goodbye 
 You make me cry 
 Make me smile 
 Make me feel 
 The joy of love 
 Oh kissing you 
 Thank you 
 For all the love 
 You always 
 Give to me 
 Oh i love you 
 To be with you 
 Oh i love you"
10021,Boy Mỹ Con,Bray,,,
10022,Cho Anh Say,Hương Ly,,"Việt Nam, V-Pop","Hãy cho anh biết 
 Anh giờ đang đúng hay sai 
 Mà sao cố chấp 
 Tim của anh cứ nhớ hoài 
 Nhớ những kỉ niệm không vui 
 Nhớ một người tổn thương mình 
 Là anh quá ngốc 
 Nên tự làm trái tim đau 
 Đừng ai nhắc đến 
 Tên của em ngay lúc này 
 Đừng ai hỏi đến 
 Anh giờ đây như thế nào 
 Vẫn lạnh lùng chẳng yêu ai 
 Vẫn đi về chỉ một mình 
 Chỉ biết tìm quên 
 Vào những lúc anh say 
 Hãy cho anh uống một lần 
 Để được say đến bất cần 
 Để cho anh khóc một lần 
 Cho nhẹ vơi đi nỗi lòng 
 Anh đã giả vờ mạnh mẽ 
 Đến tim mình phải cô đơn 
 Để chẳng ai thấy 
 Anh vẫn đang tổn thương 
 Hạt mưa như khóc một người 
 Sao hạt mưa cứ rớt hoài 
 Cần ai đó hiểu nỗi lòng 
 Tâm sự cho vơi nỗi buồn 
 Đi hết quãng đường yêu đương 
 Trái tim mình vẫn cô đơn 
 Là anh đã sai khi từ chối tất cả 
 Để thật lòng yêu em 
 Đừng ai nhắc đến 
 Tên của em ngay lúc này 
 Đừng ai hỏi đến 
 Anh giờ đây như thế nào 
 Vẫn lạnh lùng chẳng yêu ai 
 Vẫn đi về chỉ một mình 
 Chỉ biết tìm quên 
 Vào những lúc anh say 
 Hãy cho anh uống một lần 
 Để được say đến bất cần 
 Để cho anh khóc một lần 
 Cho nhẹ vơi đi nỗi lòng 
 Anh đã giả vờ mạnh mẽ 
 Đến tim mình phải cô đơn 
 Để chẳng ai thấy 
 Anh vẫn đang tổn thương 
 Hạt mưa như khóc một người 
 Sao hạt mưa cứ rớt hoài 
 Cần ai đó hiểu nỗi lòng 
 Tâm sự cho vơi nỗi buồn 
 Đi hết quãng đường yêu đương 
 Trái tim mình vẫn cô đơn 
 Là anh đã sai khi từ chối tất cả 
 Để thật lòng yêu em 
 Hãy cho anh uống một lần 
 Để được say đến bất cần 
 Để cho anh khóc một lần 
 Cho nhẹ vơi đi nỗi lòng 
 Anh đã giả vờ mạnh mẽ 
 Đến tim mình phải cô đơn 
 Để chẳng ai thấy 
 Anh vẫn đang tổn thương 
 Hạt mưa như khóc một người 
 Sao hạt mưa cứ rớt hoài 
 Cần ai đó hiểu nỗi lòng 
 Tâm sự cho vơi nỗi buồn 
 Đi hết quãng đường yêu đương 
 Trái tim mình vẫn cô đơn 
 Là anh đã sai khi từ chối tất cả 
 Để thật lòng yêu em"
10023,Chỉ Một Đêm Nữa Thôi,"Tlinh, MCK",,"Việt Nam, Nhạc Trữ Tình","Chỉ còn một đêm nữa 
 Mai cách xa rồi 
 Chỉ còn một đêm nữa 
 Tình mình vỡ đôi 
 Chỉ còn một đêm nữa 
 Bao nhiêu gian dối 
 Nói đi khi cơn mộng tan rồi 
 Chỉ còn một đêm nữa 
 Ân ái thêm thừa 
 Chỉ còn một đêm nữa 
 Lệ nhòa dưới mưa 
 Ngàn vạn lời anh hứa 
 Chẳng còn chi nữa 
 Sóng xô ta trôi dạt bến bờ 
 Tình yêu ấy 
 Đã không tìm đến bên nhau 
 Thì mai sau 
 Em xin dặn lòng không khóc 
 Giờ riêng em mang sầu đau 
 Khi đời con gái trót yêu lầm 
 Đành vỡ tan 
 Trong đêm mơ hạnh phúc 
 Tình yêu ấy 
 Cuốn theo biển sóng xa khơi 
 Người yêu ơi 
 Thôi mong chờ ngày anh tới 
 Giờ anh vui bên người ta 
 Đau lòng em nói khó nên lời 
 Buồn nhớ anh 
 Khóe mắt vương lệ rơi 
 Chỉ còn một đêm nữa 
 Mai cách xa rồi 
 Chỉ còn một đêm nữa 
 Tình mình vỡ đôi 
 Chỉ còn một đêm nữa 
 Bao nhiêu gian dối 
 Nói đi khi cơn mộng tan rồi 
 Chỉ còn một đêm nữa 
 Ân ái thêm thừa 
 Chỉ còn một đêm nữa 
 Lệ nhòa dưới mưa 
 Ngàn vạn lời anh hứa 
 Chẳng còn chi nữa 
 Sóng xô ta trôi dạt bến bờ 
 Tình yêu ấy 
 Đã không tìm đến bên nhau 
 Thì mai sau 
 Em xin dặn lòng không khóc 
 Giờ riêng em mang sầu đau 
 Khi đời con gái trót yêu lầm 
 Đành vỡ tan 
 Trong đêm mơ hạnh phúc 
 Tình yêu ấy 
 Cuốn theo biển sóng xa khơi 
 Người yêu ơi 
 Thôi mong chờ ngày anh tới 
 Giờ anh vui bên người ta 
 Đau lòng em nói khó nên lời 
 Buồn nhớ anh 
 Khóe mắt vương lệ rơi 
 Tình yêu ấy 
 Cuốn theo biển sóng xa khơi 
 Người yêu ơi 
 Thôi mong chờ ngày anh tới 
 Giờ anh vui bên người ta 
 Đau lòng em nói khó nên lời 
 Buồn nhớ anh 
 Khóe mắt vương lệ rơi 
 Giờ anh vui bên người ta 
 Đau lòng em nói khó nên lời 
 Buồn nhớ anh 
 Khóe mắt vương lệ rơi"
10024,Em Đợi Anh Đến Hoa Cũng Tàn,A Lin (我等到花儿也谢了) Wǒ Děngdào Huāér Yě Xiè Liǎo,,,
10025,Empty Rooms,Gary Moore,,"Âu Mỹ, Pop",
10026,Focus,Ariana Grande,,"Âu Mỹ, Pop","I know what I came to do', ""And that's ain't gonna change"", 'So go ahead and talk your talk', ""Cuz I won't take the bait"", ""I'm over here doing what I like"", ""I'm over here working day and night"", ""And if my real ain't real enough"", ""I'm sorry for you babe"", ""Let's find a light"", 'Inside our universe now', ""Where ain't nobody"", 'Keep on holding us down 
 Just come and get it 
 Let them say what they say', ""Cuz I'm about to put them all away"", 'Focus on me 
 FO FO Focus on me 
 Focus on me 
 FO FO Focus on me 
 Focus on me (Focus) 
 FO FO Focus on me (Focus on me) 
 Focus on me (Focus) 
 FO FO Focus on me (Focus on me)', ""I can tell you're curious"", ""It's written on your lips"", ""Ain't no need to hold it back"", 'Go ahead and talk your shit', ""I know you're hoping that I'll react"", ""I know you're hoping I'm looking back"", ""But if my real ain't real enough"", ""Then I don't know what is"", ""Let's find a light"", 'Inside our universe now', ""Where ain't nobody"", 'Keep on holding us down 
 Just come and get it 
 Let them say what they say', ""Cuz I'm about to put them all away"", 'Focus on me 
 FO FO Focus on me 
 Focus on me 
 FO FO Focus on me 
 Focus on me (Focus) 
 FO FO Focus on me (Focus on me) 
 Focus on me (Focus) 
 FO FO Focus on me (Focus on me) 
 1, 2, 3, come on girls 
 More like it', ""Let's find a light"", 'Inside our universe now', ""Where ain't nobody"", 'Keep on holding us down 
 Just come and get it 
 Let them say what they say', ""Cuz I'm about to put them all away"", 'Focus on me 
 FO FO Focus on me 
 Focus on me 
 FO FO Focus on me 
 Focus on me (Focus) 
 FO FO Focus on me (Focus on me) 
 Focus on me (Focus) 
 FO FO Focus on me (Focus on me) 
 Focus on me 
 FO FO Focus on me 
 Focus on me 
 FO FO Focus on me 
 Focus on me (Focus) 
 FO FO Focus on me (Focus on me) 
 Focus on me (Focus) 
 FO FO Focus on me (Focus on me babe)"
10027,Giọt Sầu Vương Trên Mi,"Lee Ken, NAL",,,
10028,Gặp Người Đúng Lúc,"Lý Ngọc Cương(剛好遇見你, 李玉刚)",,"Việt Nam, V-Pop","Cùng hoen ướt mi 
 Cùng người vui cười 
 Cùng nhìn về nơi phương xa ấy 
 Lấp lánh trên cao muôn vì sao 
 Cùng nhau hát vang 
 Bài ca năm tháng 
 Vòng tay người trao em ấm áp 
 Mãi đến hôm nay mới hiểu được 
 Đâu hay phận duyên thật giống như mơ 
 Có́ bao nhiêu ký ức ngây thơ 
 Phong ba, hoa tàn, mưa ướt mi 
 Muốn không bao giờ chia lìa 
 Bởi phận duyên thật giống như mơ 
 Biết bao nhiêu tháng năm mong chờ 
 Mai nếu ta lìa xa 
 Em sẽ mãi không quên người ơi 
 Cùng hoen ướt mi 
 Cùng người vui cười 
 Cùng nhìn về nơi phương xa ấy 
 Lấp lánh trên cao muôn vì sao 
 Cùng nhau hát vang 
 Bài ca năm tháng 
 Vòng tay người trao em ấm áp 
 Mãi đến hôm nay mới hiểu được 
 Đâu hay phận duyên thật giống như mơ 
 Có́ bao nhiêu ký ức ngây thơ 
 Phong ba, hoa tàn, mưa ướt mi 
 Muốn không bao giờ chia lìa 
 Bởi phận duyên thật giống như mơ 
 Biết bao nhiêu tháng năm mong chờ 
 Mai nếu ta lìa xa 
 Em sẽ mãi không quên người ơi 
 Bởi gặp nhau thật giống như mơ 
 Có bao nhiêu ký ức ngây thơ 
 Phong ba, hoa tàn, mưa ướt mi 
 Muốn không bao giờ chia lìa 
 Bởi gặp nhau thật giống như mơ 
 Biết bao nhiêu tháng năm mong chờ 
 Mai nếu ta lìa xa 
 Em sẽ mãi không quên người ơi 
 Đâu hay phận duyên thật giống như mơ 
 Có bao nhiêu ký ức ngây thơ 
 Phong ba, hoa tàn, mưa ướt mi 
 Muốn không bao giờ chia lìa 
 Bởi gặp nhau thật giống như mơ 
 Biết bao nhiêu tháng năm mong chờ 
 Mai nếu ta lìa xa 
 Em sẽ mãi không quên người ơi"
10029,Hot N Cold,Katy Perry,,"Âu Mỹ, Pop","Yeah you, PMS 
 Like a bitch 
 I would know 
 And you over think 
 Always speak 
 Crypticly 
 I should know', ""That you're no good for me"", ""Cause you're hot then you're cold"", ""You're yes then you're no"", ""You're in then you're out"", ""You're up then you're down"", ""You're wrong when it's right"", ""It's black and it's white"", 'We fight, we break up 
 We kiss, we make up', ""(you)You don't really want to stay, no"", ""(but you)But you don't really want to go-o"", ""You're hot then you're cold"", ""You're yes then you're no"", ""You're in and you're out"", ""You're up and you're down"", 'We used to be 
 Just like twins 
 So in sync 
 The same energy', ""Now's a dead battery"", 'Used to laugh bout nothing 
 Now your plain boring 
 I should know that', ""You're not gonna change"", ""Cause you're hot then you're cold"", ""You're yes then you're no"", ""You're in then you're out"", ""You're up then you're down"", ""You're wrong when it's right"", ""It's black and it's white"", 'We fight, we break up 
 We kiss, we make up', ""(you)You don't really want to stay, no"", ""(but you)But you don't really want to go-o"", ""You're hot then you're cold"", ""You're yes then you're no"", ""You're in and you're out"", ""You're up and you're down"", 'Someone call the doctor 
 Got a case of a love bi-polar 
 Stuck on a roller coaster', ""Can't get off this ride"", 'You change your mind 
 Like a girl changes clothes', ""Cause you're hot then you're cold"", ""You're yes then you're no"", ""You're in then you're out"", ""You're up then you're down"", ""You're wrong when it's right"", ""It's black and it's white"", 'We fight, we break up 
 We kiss, we make up', ""Cause you're hot then you're cold"", ""You're yes then you're no"", ""You're in then you're out"", ""You're up then you're down"", ""You're wrong when it's right"", ""It's black and it's white"", 'We fight, we break up 
 We kiss, we make up', ""(you)You don't really want to stay, no"", ""(but you)But you don't really want to go-o"", ""You're hot then you're cold"", ""You're yes then you're no"", ""You're in and you're out"", ""You're up and you're down"
10030,I Kissed A Girl,Katy Perry,,"Pop, Âu Mỹ","This was never the way I planned 
 Not my intention 
 I got some brave, drink in hand 
 Lost my discretion', ""It's not what, I'm used to"", 'Just wanna try you on', ""I'm curious for you"", 'Caught my attention 
 I kissed a girl and I liked it 
 The taste of her cherry Chapstick 
 I kissed a girl just to try it', ""I hope my boyfriend don't mind it"", 'It felt so wrong, it felt so right', ""Don't mean I'm in love tonight"", 'I kissed a girl and I like it, I liked it', ""No I don't even know your name"", ""It doesn't matter"", ""You're my experimental game"", 'Just human nature', ""It's not what, good girls do"", 'Not how they should behave 
 My head gets, so confused hard to obey 
 I kissed a girl and I liked it 
 The taste of her cherry Chapstick 
 I kissed a girl just to try it', ""I hope my boyfriend don't mind it"", 'It felt so wrong, it felt so right', ""Don't mean I'm in love tonight"", 'I kissed a girl and I like it, I liked it 
 Us girls we are so magical 
 Soft skin, red lips, so kissable 
 Hard to resist, so touchable 
 Too good to, deny it', ""Ain't no big deal, it's innocent"", 'I kissed a girl and I liked it 
 The taste of her cherry Chapstick 
 I kissed a girl just to try it', ""I hope my boyfriend don't mind it"", 'It felt so wrong, it felt so right', ""Don't mean I'm in love tonight"", 'I kissed a girl and I like it, I liked it"
10031,Jar Of Hearts,Christina Perri,,"Âu Mỹ, Pop","Don't you know"", ""I'm not your ghost anymore"", 'You lost the love I loved the most', ""I've learned to live, half alive"", 'And now you want me one more time 
 Who do you think you are?', ""Runnin' 'round leaving scars"", 'Collecting your jar of hearts 
 And tearing love apart', ""You're gonna catch a cold"", 'From the ice inside your soul', ""So don't come back for me"", 'Who do you think you are?', ""I hear you're asking all around"", 'If I am anywhere to be found 
 But I have grown too strong 
 To ever fall back in your arms', ""I've learned to live, half alive"", 'And now you want me one more time 
 Who do you think you are?', ""Runnin' 'round leaving scars"", 'Collecting your jar of hearts 
 And tearing love apart', ""You're gonna catch a cold"", 'From the ice inside your soul', ""So don't come back for me"", 'Who do you think you are? 
 Dear, it took so long just to feel alright 
 Remember how to put back 
 The light in my eyes 
 I wish I had missed the first time 
 That we kissed 
 ‘Cause you broke all your promises', ""And now you're back"", ""You don't get to get me back"", 'Who do you think you are?', ""Runnin' 'round leaving scars"", 'Collecting your jar of hearts 
 And tearing love apart', ""You're gonna catch a cold"", 'From the ice inside your soul', ""Don't come back for me"", ""Don't come back at all"", 'Who do you think you are?', ""Runnin' 'round leaving scars"", 'Collecting your jar of hearts 
 And tearing love apart', ""You're gonna catch a cold"", 'From the ice inside your soul', ""Don't come back for me"", ""Don't come back at all"", 'Who do you think you are? 
 Who do you think you are? 
 Who do you think you are?"
10032,Nếu Anh Dừng Hẹn,Tiến Vương,,"Việt Nam, Nhạc Trữ Tình","Lỡ yêu rồi 
 Làm sao 
 Quên được anh ơi 
 Những đêm buồn 
 Nhìn về... dĩ vãng 
 Xa xôi .... 
 Đếm bao kỷ niệm 
 Là bao nhiêu tình 
 Mà đành quên sao 
 Anh giờ đành quên sao 
 Tình mình hôm nao 
 Đâu ngỡ rằng chiêm bao 
 Nhớ thương ôi là bao? 
 Nhớ lúc ... 
 Anh giã từ 
 Chiều phai cuối... trời... 
 Nhìn hoàng hôn rơi 
 Nắm tay 
 Anh buồn... khẽ.. nói .... 
 Mình yêu nhau mãi 
 Suốt đời nghe em 
 Chiều kia sẽ vơi 
 Và màu hoa sẽ phai 
 Tình ta sẽ không 
 Nhạt màu như nắng mai 
 Mà đẹp như ước... mơ... 
 Tiếc thay... rằng ... 
 Thời gian 
 Không ngủ trên... môi ... 
 Lỡ xa rồi 
 Tình trường 
 Sẽ trắng.. như vôi 
 Đã thương nhau rồi 
 Thì quên sao đành 
 Một người đêm thâu 
 Mong một người nơi nao 
 Còn gì cho nhau 
 Hay chỉ là thương đau 
 Khắc ghi vào lòng.... nhau....? 
 Nhớ lúc ... 
 Anh giã từ 
 Chiều phai cuối trời 
 Nhìn hoàng hôn rơi 
 Nắm tay 
 Anh buồn khẽ nói 
 Mình yêu nhau mãi 
 Suốt đời nghe em 
 Chiều kia sẽ vơi 
 Và màu hoa sẽ phai 
 Tình ta sẽ không 
 Bạc màu như nắng hoa 
 Mà đẹp như ước... mơ. 
 Tiếc thay rằng 
 Thời gian 
 Không ngủ trên môi 
 Lỡ xa rồi 
 Tình trường 
 Sẽ trắng... như vôi 
 Đã thương nhau rồi 
 Thì quên sao đành 
 Một người đêm thâu 
 Mong một người nơi nao 
 Còn gì cho nhau 
 Hay chỉ là thương đau 
 Khắc ghi vào lòng nhau? 
 Khắc ghi .... 
 Vào lòng nhau? 
 Khắc ghi .... 
 Vào lòng nhau? 
 Khắc ghi .... 
 Vào lòng nhau? 
 Khắc ghi .... 
 Vào lòng nhau?"
10033,Nụ Hôn Cuối Cùng,Hồ Quỳnh Hương,,Việt Nam,"Đông tìm về với anh 
 Khi em rời xa 
 Tìm về với cô đơn 
 Bao nhiêu ngày qua 
 Làm băng giá con tim 
 Làm những yêu thương ngủ yên. 
 Em giờ này đã hết yêu anh 
 Thật sao 
 Giờ này có lẽ 
 Quên bao ngọt ngào 
 Chỉ còn phút cuối bên nhau 
 Mắt rưng rưng lệ cay. 
 Hãy cứ cho nhau 
 Một nụ hôn cuối cùng 
 Hãy cứ bên nhau 
 Dù ngoài kia gió lạnh lùng 
 Hãy để cho anh 
 Thấy đêm không còn dài 
 Vì bao yêu thương hôm qua 
 Giờ này phải tìm nơi đâu? 
 Đến lúc em đi rời xa anh 
 Mãi rồi 
 Đến lúc em đi vòng tay kia 
 Rã rời 
 Đến lúc yêu thương 
 Chỉ còn là những mộng mơ 
 Không bến bờ người ơi. 
 Em giờ này 
 Đã hết yêu anh thật sao 
 Giờ này có lẽ quên bao ngọt ngào 
 Chỉ còn phút cuối bên nhau 
 Mắt rưng rưng lệ cay. 
 Hãy cứ cho nhau 
 Một nụ hôn cuối cùng 
 Hãy cứ bên nhau 
 Dù ngoài kia gió lạnh lùng 
 Hãy để cho anh thấy 
 Đêm không còn dài 
 Vì bao yêu thương hôm qua 
 Giờ này phải tìm nơi đâu? 
 Đến lúc em đi rời xa anh 
 Mãi rồi 
 Đến lúc em đi vòng tay kia 
 Rã rời 
 Đến lúc yêu thương 
 Chỉ còn là những mộng mơ 
 Không bến bờ người ơi. 
 Đến lúc em đi rời xa anh 
 Mãi rồi 
 Đến lúc em đi vòng tay kia 
 Rã rời 
 Đến lúc yêu thương 
 Chỉ còn là những mộng mơ 
 Không bến bờ người ơi. 
 Đến lúc yêu thương 
 Chỉ còn là những mộng mơ 
 Không bến bờ 
 Người ơi."
